qutrits,time,fid
2,15.0,0.3818359603152218
2,1500.0,1.0000028742783875
2,756.7567567567567,0.9999963706779776
2,385.1351351351351,0.9999651247155248
2,199.32432432432432,0.9963277026715096
2,107.16216216216216,0.9437199156932728
2,61.08108108108108,0.7847602813054394
2,83.37837837837837,0.883153360135229
2,95.27027027027026,0.9173988223192744
2,89.32432432432432,0.9027139167428916
2,86.35135135135135,0.8940874848393571
2,87.83783783783784,0.8987374233604142
2,87.83783783783784,0.8987374233604142
2,89.32432432432432,0.9027139167428916
3,15.0,0.16981142156175422
3,1500.0,0.913693167804813
3,756.7567567567567,0.788917650400361
3,1128.3783783783783,0.8634508036420578
3,1314.1891891891892,0.8910765895310258
3,1406.3513513513512,0.90286717044606
3,1360.2702702702702,0.8971218986226619
3,1382.5675675675675,0.8999205495427947
3,1394.4594594594594,0.901390009129439
3,1388.5135135135135,0.9006856365737026
3,1385.5405405405404,0.9003064118910143
3,1384.054054054054,0.900117434683084
3,1382.5675675675675,0.8999205495427947
3,1384.054054054054,0.900117434683084
