qutrits,time,fid
2,15.0,0.2385908636011193
2,1500.0,0.999994814392781
2,756.7567567567567,0.9999578862911978
2,385.1351351351351,0.9994461997360716
2,199.32432432432432,0.981434429755627
2,107.16216216216216,0.8827901223709341
2,153.24324324324323,0.9535551623266044
2,129.45945945945945,0.9251800405803066
2,117.56756756756756,0.9036248731078173
2,111.6216216216216,0.892073948553332
2,114.59459459459458,0.8979189579117116
2,116.08108108108108,0.9007836689584822
2,114.59459459459458,0.8979189579117116
2,116.08108108108108,0.9007836689584822
3,15.0,0.13298613134953408
3,1500.0,0.9982794131839575
3,756.7567567567567,0.9416770872521596
3,385.1351351351351,0.7946304828523322
3,570.9459459459459,0.8867247216977141
3,663.1081081081081,0.9176944651085995
3,617.027027027027,0.9032191661144273
3,593.2432432432432,0.8949769539911366
3,605.1351351351351,0.8991612494595254
3,611.081081081081,0.9012037362405017
3,608.1081081081081,0.9001815288881656
3,606.6216216216216,0.8996682743593339
3,606.6216216216216,0.8996682743593339
3,608.1081081081081,0.9001815288881656
