7,"[0.04246608468538189, 0.09219290040124908, 0.21113574676926494, 0.2993581734455798, 0.3563895512910512, 0.39010482193527246, 0.4205052723496946, 0.4676317520742894, 0.5079715951800073, 0.5420639942957769]"
6,"[0.0778441888623931, 0.21504868601319388, 0.5102519851606978, 0.7154682902625029, 0.8334480048017333, 0.9022028850988614, 0.9428280026270098, 0.9660011911314729, 0.9796490718570954, 0.987234272930183]"
