qutrits,time,fid
2,15.0,0.195926537379681
2,1500.0,0.9999587616436988
2,756.7567567567567,0.9998380297386826
2,385.1351351351351,0.9967134937775144
2,199.32432432432432,0.9522111709708252
2,107.16216216216216,0.8004533995503974
2,153.24324324324323,0.90359445218938
2,129.45945945945945,0.8588466855737001
2,141.35135135135135,0.8839193328908795
2,147.2972972972973,0.8944311219841812
2,150.27027027027026,0.8991719468033647
2,151.75675675675674,0.9014193816473958
2,150.27027027027026,0.8991719468033647
2,151.75675675675674,0.9014193816473958
3,15.0,0.1137297357418076
3,1500.0,0.9980507123666794
3,756.7567567567567,0.956675257586329
3,385.1351351351351,0.8062817271923656
3,570.9459459459459,0.9043870237958356
3,477.2972972972973,0.862155515657692
3,523.3783783783783,0.8845539301414811
3,547.1621621621621,0.8948823377282799
3,559.0540540540541,0.8997377409649526
3,565.0,0.902082204582339
3,562.027027027027,0.9009223772354624
3,560.5405405405405,0.9003338614251091
3,559.0540540540541,0.8997377409649526
3,560.5405405405405,0.9003338614251091
5,15.0,0.010474719443968161
5,1500.0,0.9494646288705031
5,756.7567567567567,0.7581440004521655
5,1128.3783783783783,0.8845970729364098
5,1314.1891891891892,0.9235865019967587
5,1220.5405405405404,0.9057299762672656
5,1174.4594594594594,0.895616795163552
5,1196.7567567567567,0.9006312635958404
5,1184.8648648648648,0.897964680161075
5,1190.8108108108108,0.8993079956260231
5,1193.7837837837837,0.8999767799419195
5,1195.2702702702702,0.9003066891320775
5,1193.7837837837837,0.8999767799419195
5,1195.2702702702702,0.9003066891320775
