qutrits,time,fid
2,15.0,0.2385908636011193
2,1500.0,0.999994814392781
2,756.7567567567567,0.9999578862911978
2,385.1351351351351,0.9994461997360716
2,199.32432432432432,0.981434429755627
2,107.16216216216216,0.8827901223709341
2,153.24324324324323,0.9535551623266044
2,129.45945945945945,0.9251800405803066
2,117.56756756756756,0.9036248731078173
2,111.6216216216216,0.892073948553332
2,114.59459459459458,0.8979189579117116
2,116.08108108108108,0.9007836689584822
2,114.59459459459458,0.8979189579117116
2,116.08108108108108,0.9007836689584822
3,15.0,0.132986131349534
3,1500.0,0.9982794131839576
3,756.7567567567567,0.9416770872521596
3,385.1351351351351,0.7946304828523322
3,570.9459459459459,0.8867247216977141
3,663.1081081081081,0.9176944651085996
3,617.027027027027,0.9032191661144272
3,593.2432432432432,0.8949769539911366
3,605.1351351351351,0.8991612494595254
3,611.081081081081,0.9012037362405017
3,608.1081081081081,0.9001815288881656
3,606.6216216216216,0.8996682743593339
3,606.6216216216216,0.8996682743593339
3,608.1081081081081,0.9001815288881656
5,15.0,0.0129723684721193
5,1500.0,0.9283285530385976
5,756.7567567567567,0.7264826084504021
5,1128.3783783783783,0.8524527215832411
5,1314.1891891891892,0.8954916115764928
5,1406.3513513513512,0.912982447732404
5,1360.2702702702702,0.9045362562345928
5,1336.4864864864865,0.8999600435735904
5,1348.3783783783783,0.9022732781708592
5,1342.4324324324325,0.9011217897725116
5,1339.4594594594594,0.9005357118251408
5,1337.972972972973,0.9002476172080156
5,1336.4864864864865,0.8999600435735904
5,1337.972972972973,0.9002476172080156
2,15.0,0.23775114395601
2,1500.0,0.9993925306961704
2,756.7567567567567,1.000316050262703
2,385.1351351351351,0.9992300574195394
2,199.32432432432432,0.9808476016354776
2,107.16216216216216,0.8805575425805114
2,153.24324324324323,0.9523218446621602
2,129.45945945945945,0.9233765548213956
2,117.56756756756756,0.901653093780694
2,111.6216216216216,0.8900654439256659
2,114.59459459459458,0.8959873864151519
2,116.08108108108108,0.8987599968604321
3,15.0,0.1325967869579156
3,1500.0,0.9984895631703034
3,756.7567567567567,0.9413097518068024
3,385.1351351351351,0.7940266100584363
3,570.9459459459459,0.8865136961822693
3,663.1081081081081,0.9179764924403128
3,617.027027027027,0.9031777522462856
3,593.2432432432432,0.8947515699843629
3,605.1351351351351,0.899047922003227
3,611.081081081081,0.9011164980755269
3,608.1081081081081,0.9000909670006658
3,606.6216216216216,0.8995643881909576
5,15.0,0.012913470680506967
5,1500.0,0.9278652580713339
5,756.7567567567567,0.7264587918182477
5,1128.3783783783783,0.8528446137181784
5,1314.1891891891892,0.8957413364906763
5,1406.3513513513512,0.9124634266673629
5,1360.2702702702702,0.904987495951518
5,1336.4864864864865,0.9003214545368371
5,1324.5945945945946,0.8978851156512289
5,1330.5405405405404,0.8991149929317184
5,1333.5135135135135,0.8997018021979871
5,1335.0,0.900030726192473
